t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,
811000,0.734061,0.753285, 0.329083,0.270258, 302.904,164.162, 0.202974,0.166729, 0.915415,0.550381, 0.688833,0.945117, 0.666185,0.541678, 0.414711,0.783551, 0.498124,0.816925, 0.563825,0.976343, 0.894048,0.125402, 0.843847,0.423493, 0.180521,0.420978, 0.140868,0.418335, 0.41814,0.960194, 0.420694,0.498675, 0.248336,0.560025, 0.882367,0.878647, 0.185845,0.502511, -0.534865,-0.182232, 0.278653,0.844309, 0.476657,0.894478, -4149.1,-2247.37, 0.961177,0.896397, 0.975802,0.976935, 0.985216,0.217357, 0.321868,0.133909, 0.169069,0.548882, 0.135288,0.460327, 0.549743,0.497776, 2.14632,2.33672, 0.469196,0.848928, 
812000,0.73407,0.753289, 0.329085,0.270262, 304.003,164.757, 0.202975,0.166732, 0.915404,0.550383, 0.688843,0.94511, 0.666209,0.541665, 0.414705,0.783551, 0.498122,0.816927, 0.563826,0.976337, 0.894047,0.125407, 0.84383,0.423509, 0.180549,0.420988, 0.140817,0.418339, 0.418141,0.960185, 0.420695,0.49868, 0.248334,0.560035, 0.882361,0.878634, 0.185849,0.50252, -0.537799,-0.185939, 0.278986,0.844725, 0.476656,0.894474, -4164.19,-2255.54, 0.961117,0.896393, 0.975782,0.976907, 0.985214,0.217361, 0.321869,0.133912, 0.169077,0.548888, 0.135294,0.460335, 0.549749,0.49778, 2.14794,2.33859, 0.469196,0.848937, 
813000,0.734078,0.753293, 0.329086,0.270266, 305.102,165.352, 0.202977,0.166735, 0.915394,0.550385, 0.688853,0.945103, 0.666233,0.541653, 0.414699,0.783551, 0.49812,0.81693, 0.563827,0.976331, 0.894047,0.125411, 0.843813,0.423524, 0.180578,0.420998, 0.140766,0.418344, 0.418143,0.960176, 0.420697,0.498684, 0.248333,0.560045, 0.882356,0.878621, 0.185852,0.502528, -0.540734,-0.189645, 0.27932,0.845141, 0.476656,0.894469, -4179.28,-2263.71, 0.961057,0.896389, 0.975761,0.97688, 0.985211,0.217364, 0.32187,0.133915, 0.169085,0.548893, 0.135301,0.460344, 0.549755,0.497783, 2.14956,2.34046, 0.469197,0.848947, 
814000,0.734087,0.753296, 0.329087,0.27027, 306.201,165.947, 0.202979,0.166737, 0.915383,0.550388, 0.688863,0.945096, 0.666257,0.54164, 0.414693,0.783551, 0.498118,0.816932, 0.563829,0.976325, 0.894046,0.125415, 0.843796,0.42354, 0.180606,0.421008, 0.140715,0.418349, 0.418145,0.960167, 0.420698,0.498689, 0.248332,0.560055, 0.882351,0.878609, 0.185856,0.502537, -0.543669,-0.193352, 0.279653,0.845557, 0.476655,0.894464, -4194.37,-2271.89, 0.960996,0.896386, 0.975741,0.976853, 0.985209,0.217368, 0.321871,0.133919, 0.169093,0.548898, 0.135307,0.460352, 0.549761,0.497786, 2.15118,2.34233, 0.469198,0.848956, 
815000,0.734095,0.7533, 0.329089,0.270274, 307.299,166.543, 0.20298,0.16674, 0.915372,0.55039, 0.688873,0.94509, 0.666282,0.541628, 0.414687,0.783551, 0.498116,0.816935, 0.56383,0.976318, 0.894045,0.125419, 0.843779,0.423555, 0.180635,0.421018, 0.140663,0.418353, 0.418147,0.960158, 0.420699,0.498693, 0.24833,0.560065, 0.882345,0.878596, 0.18586,0.502546, -0.546603,-0.197059, 0.279986,0.845973, 0.476655,0.89446, -4209.46,-2280.06, 0.960935,0.896382, 0.97572,0.976826, 0.985206,0.217372, 0.321871,0.133922, 0.169102,0.548904, 0.135314,0.46036, 0.549767,0.49779, 2.15281,2.34419, 0.469198,0.848966, 
816000,0.734103,0.753304, 0.32909,0.270277, 308.398,167.138, 0.202982,0.166743, 0.915362,0.550393, 0.688883,0.945083, 0.666306,0.541616, 0.414681,0.783551, 0.498114,0.816937, 0.563831,0.976312, 0.894044,0.125423, 0.843762,0.423571, 0.180663,0.421028, 0.140612,0.418358, 0.418149,0.960148, 0.4207,0.498698, 0.248329,0.560075, 0.88234,0.878583, 0.185864,0.502555, -0.549538,-0.200766, 0.280319,0.846389, 0.476654,0.894455, -4224.55,-2288.24, 0.960874,0.896379, 0.9757,0.976798, 0.985204,0.217376, 0.321872,0.133925, 0.16911,0.548909, 0.13532,0.460369, 0.549773,0.497793, 2.15443,2.34606, 0.469199,0.848975, 
817000,0.734112,0.753308, 0.329091,0.270281, 309.497,167.733, 0.202983,0.166746, 0.915351,0.550395, 0.688893,0.945076, 0.66633,0.541603, 0.414675,0.78355, 0.498112,0.81694, 0.563833,0.976306, 0.894043,0.125427, 0.843745,0.423586, 0.180691,0.421038, 0.140561,0.418363, 0.41815,0.960139, 0.420702,0.498702, 0.248328,0.560085, 0.882334,0.878571, 0.185868,0.502564, -0.552472,-0.204473, 0.280653,0.846806, 0.476654,0.894451, -4239.64,-2296.41, 0.960813,0.896375, 0.975679,0.976771, 0.985201,0.21738, 0.321873,0.133929, 0.169118,0.548915, 0.135327,0.460377, 0.54978,0.497796, 2.15605,2.34793, 0.4692,0.848985, 
818000,0.73412,0.753312, 0.329093,0.270285, 310.596,168.328, 0.202985,0.166749, 0.915341,0.550398, 0.688903,0.945069, 0.666355,0.541591, 0.414669,0.78355, 0.49811,0.816942, 0.563834,0.9763, 0.894042,0.125432, 0.843728,0.423602, 0.18072,0.421048, 0.14051,0.418367, 0.418152,0.96013, 0.420703,0.498707, 0.248326,0.560095, 0.882329,0.878558, 0.185872,0.502573, -0.555407,-0.20818, 0.280986,0.847222, 0.476653,0.894446, -4254.73,-2304.58, 0.960752,0.896371, 0.975658,0.976744, 0.985199,0.217384, 0.321874,0.133932, 0.169126,0.54892, 0.135333,0.460385, 0.549786,0.497799, 2.15767,2.3498, 0.4692,0.848994, 
819000,0.734129,0.753315, 0.329094,0.270289, 311.695,168.923, 0.202987,0.166752, 0.91533,0.5504, 0.688914,0.945063, 0.666379,0.541579, 0.414663,0.78355, 0.498108,0.816945, 0.563835,0.976294, 0.894041,0.125436, 0.843712,0.423617, 0.180748,0.421058, 0.140459,0.418372, 0.418154,0.960121, 0.420704,0.498711, 0.248325,0.560105, 0.882324,0.878545, 0.185876,0.502581, -0.558341,-0.211887, 0.281319,0.847638, 0.476652,0.894442, -4269.82,-2312.76, 0.960691,0.896368, 0.975638,0.976716, 0.985196,0.217387, 0.321874,0.133935, 0.169135,0.548925, 0.13534,0.460394, 0.549792,0.497803, 2.1593,2.35166, 0.469201,0.849004, 
820000,0.734137,0.753319, 0.329095,0.270293, 312.793,169.519, 0.202988,0.166755, 0.915319,0.550403, 0.688924,0.945056, 0.666403,0.541566, 0.414657,0.78355, 0.498106,0.816947, 0.563837,0.976288, 0.89404,0.12544, 0.843695,0.423633, 0.180777,0.421069, 0.140408,0.418377, 0.418156,0.960112, 0.420706,0.498716, 0.248324,0.560115, 0.882318,0.878533, 0.18588,0.50259, -0.561276,-0.215594, 0.281652,0.848054, 0.476652,0.894437, -4284.91,-2320.93, 0.96063,0.896364, 0.975617,0.976689, 0.985194,0.217391, 0.321875,0.133939, 0.169143,0.548931, 0.135347,0.460402, 0.549798,0.497806, 2.16092,2.35353, 0.469202,0.849013, 
821000,0.734146,0.753323, 0.329097,0.270297, 313.892,170.114, 0.20299,0.166758, 0.915309,0.550405, 0.688934,0.945049, 0.666427,0.541554, 0.414651,0.78355, 0.498104,0.81695, 0.563838,0.976282, 0.894039,0.125444, 0.843678,0.423648, 0.180805,0.421079, 0.140357,0.418382, 0.418157,0.960103, 0.420707,0.49872, 0.248322,0.560125, 0.882313,0.87852, 0.185883,0.502599, -0.564211,-0.219301, 0.281986,0.84847, 0.476651,0.894432, -4300,-2329.11, 0.960569,0.89636, 0.975597,0.976661, 0.985191,0.217395, 0.321876,0.133942, 0.169151,0.548936, 0.135353,0.46041, 0.549804,0.497809, 2.16254,2.3554, 0.469202,0.849023, 
822000,0.734154,0.753327, 0.329098,0.270301, 314.991,170.709, 0.202992,0.16676, 0.915298,0.550407, 0.688944,0.945042, 0.666452,0.541542, 0.414644,0.78355, 0.498102,0.816953, 0.563839,0.976275, 0.894038,0.125448, 0.843661,0.423664, 0.180834,0.421089, 0.140306,0.418386, 0.418159,0.960094, 0.420708,0.498725, 0.248321,0.560135, 0.882308,0.878507, 0.185887,0.502608, -0.567145,-0.223008, 0.282319,0.848886, 0.476651,0.894428, -4315.09,-2337.28, 0.960508,0.896357, 0.975576,0.976634, 0.985189,0.217399, 0.321877,0.133945, 0.16916,0.548941, 0.13536,0.460419, 0.54981,0.497813, 2.16416,2.35726, 0.469203,0.849032, 
823000,0.734163,0.753331, 0.329099,0.270305, 316.09,171.304, 0.202993,0.166763, 0.915288,0.55041, 0.688954,0.945035, 0.666476,0.54153, 0.414638,0.78355, 0.4981,0.816955, 0.563841,0.976269, 0.894038,0.125452, 0.843644,0.423679, 0.180862,0.421099, 0.140255,0.418391, 0.418161,0.960085, 0.420709,0.498729, 0.24832,0.560145, 0.882302,0.878495, 0.185891,0.502617, -0.57008,-0.226715, 0.282652,0.849302, 0.47665,0.894423, -4330.19,-2345.45, 0.960446,0.896353, 0.975555,0.976606, 0.985186,0.217403, 0.321877,0.133949, 0.169168,0.548947, 0.135367,0.460427, 0.549816,0.497816, 2.16579,2.35913, 0.469204,0.849042, 
824000,0.734171,0.753335, 0.329101,0.270308, 317.188,171.899, 0.202995,0.166766, 0.915277,0.550412, 0.688964,0.945029, 0.6665,0.541517, 0.414632,0.78355, 0.498097,0.816958, 0.563842,0.976263, 0.894037,0.125457, 0.843627,0.423695, 0.18089,0.421109, 0.140204,0.418396, 0.418163,0.960076, 0.420711,0.498734, 0.248318,0.560156, 0.882297,0.878482, 0.185895,0.502626, -0.573014,-0.230422, 0.282986,0.849719, 0.476649,0.894419, -4345.28,-2353.63, 0.960385,0.896349, 0.975534,0.976578, 0.985184,0.217407, 0.321878,0.133952, 0.169176,0.548952, 0.135373,0.460435, 0.549823,0.497819, 2.16741,2.361, 0.469204,0.849052, 
825000,0.73418,0.753339, 0.329102,0.270312, 318.287,172.494, 0.202997,0.166769, 0.915266,0.550415, 0.688975,0.945022, 0.666524,0.541505, 0.414626,0.78355, 0.498095,0.81696, 0.563843,0.976257, 0.894036,0.125461, 0.84361,0.42371, 0.180919,0.421119, 0.140153,0.418401, 0.418164,0.960066, 0.420712,0.498739, 0.248317,0.560166, 0.882292,0.878469, 0.185899,0.502634, -0.575949,-0.234128, 0.283319,0.850135, 0.476649,0.894414, -4360.37,-2361.8, 0.960323,0.896345, 0.975514,0.976551, 0.985181,0.21741, 0.321879,0.133955, 0.169185,0.548957, 0.13538,0.460444, 0.549829,0.497823, 2.16903,2.36287, 0.469205,0.849061, 
826000,0.734188,0.753343, 0.329103,0.270316, 319.386,173.09, 0.202998,0.166772, 0.915256,0.550417, 0.688985,0.945015, 0.666549,0.541493, 0.41462,0.78355, 0.498093,0.816963, 0.563845,0.976251, 0.894035,0.125465, 0.843593,0.423726, 0.180947,0.421129, 0.140102,0.418405, 0.418166,0.960057, 0.420713,0.498743, 0.248316,0.560176, 0.882286,0.878457, 0.185903,0.502643, -0.578883,-0.237835, 0.283652,0.850551, 0.476648,0.894409, -4375.46,-2369.98, 0.960261,0.896342, 0.975493,0.976523, 0.985179,0.217414, 0.32188,0.133959, 0.169193,0.548963, 0.135386,0.460452, 0.549835,0.497826, 2.17065,2.36473, 0.469205,0.849071, 
827000,0.734197,0.753347, 0.329105,0.27032, 320.485,173.685, 0.203,0.166775, 0.915245,0.55042, 0.688995,0.945008, 0.666573,0.54148, 0.414614,0.78355, 0.498091,0.816966, 0.563846,0.976245, 0.894034,0.125469, 0.843576,0.423742, 0.180976,0.421139, 0.140051,0.41841, 0.418168,0.960048, 0.420714,0.498748, 0.248315,0.560186, 0.882281,0.878444, 0.185907,0.502652, -0.581818,-0.241542, 0.283985,0.850967, 0.476647,0.894405, -4390.55,-2378.15, 0.960199,0.896338, 0.975472,0.976495, 0.985176,0.217418, 0.32188,0.133962, 0.169201,0.548968, 0.135393,0.46046, 0.549841,0.497829, 2.17227,2.3666, 0.469206,0.849081, 
828000,0.734205,0.75335, 0.329106,0.270324, 321.583,174.28, 0.203001,0.166778, 0.915235,0.550422, 0.689005,0.945001, 0.666597,0.541468, 0.414607,0.78355, 0.498089,0.816968, 0.563847,0.976238, 0.894033,0.125473, 0.843559,0.423757, 0.181004,0.421149, 0.14,0.418415, 0.41817,0.960039, 0.420716,0.498752, 0.248313,0.560196, 0.882276,0.878431, 0.185911,0.502661, -0.584753,-0.245249, 0.284319,0.851383, 0.476647,0.8944, -4405.64,-2386.32, 0.960137,0.896334, 0.975451,0.976468, 0.985174,0.217422, 0.321881,0.133965, 0.16921,0.548973, 0.1354,0.460469, 0.549847,0.497833, 2.1739,2.36847, 0.469206,0.849091, 
829000,0.734214,0.753354, 0.329107,0.270328, 322.682,174.875, 0.203003,0.166781, 0.915224,0.550425, 0.689015,0.944994, 0.666621,0.541456, 0.414601,0.78355, 0.498087,0.816971, 0.563849,0.976232, 0.894032,0.125478, 0.843542,0.423773, 0.181033,0.42116, 0.139949,0.41842, 0.418171,0.96003, 0.420717,0.498757, 0.248312,0.560206, 0.88227,0.878419, 0.185915,0.50267, -0.587687,-0.248956, 0.284652,0.851799, 0.476646,0.894395, -4420.73,-2394.5, 0.960075,0.89633, 0.97543,0.97644, 0.985171,0.217426, 0.321882,0.133969, 0.169218,0.548979, 0.135406,0.460477, 0.549853,0.497836, 2.17552,2.37033, 0.469207,0.8491, 
830000,0.734222,0.753358, 0.329109,0.270332, 323.781,175.47, 0.203005,0.166784, 0.915213,0.550428, 0.689026,0.944988, 0.666646,0.541444, 0.414595,0.78355, 0.498084,0.816973, 0.56385,0.976226, 0.894031,0.125482, 0.843525,0.423788, 0.181061,0.42117, 0.139898,0.418424, 0.418173,0.96002, 0.420718,0.498761, 0.248311,0.560216, 0.882265,0.878406, 0.185918,0.502679, -0.590622,-0.252663, 0.284985,0.852216, 0.476645,0.894391, -4435.82,-2402.67, 0.960013,0.896327, 0.975409,0.976412, 0.985169,0.21743, 0.321883,0.133972, 0.169226,0.548984, 0.135413,0.460486, 0.549859,0.497839, 2.17714,2.3722, 0.469208,0.84911, 
831000,0.734231,0.753362, 0.32911,0.270336, 324.88,176.065, 0.203006,0.166787, 0.915203,0.55043, 0.689036,0.944981, 0.66667,0.541431, 0.414589,0.78355, 0.498082,0.816976, 0.563851,0.97622, 0.89403,0.125486, 0.843508,0.423804, 0.18109,0.42118, 0.139847,0.418429, 0.418175,0.960011, 0.420719,0.498766, 0.248309,0.560226, 0.88226,0.878394, 0.185922,0.502688, -0.593556,-0.25637, 0.285319,0.852632, 0.476644,0.894386, -4450.91,-2410.85, 0.959951,0.896323, 0.975389,0.976384, 0.985166,0.217433, 0.321883,0.133975, 0.169235,0.548989, 0.13542,0.460494, 0.549865,0.497843, 2.17876,2.37407, 0.469208,0.84912, 
832000,0.734239,0.753366, 0.329111,0.27034, 325.978,176.661, 0.203008,0.16679, 0.915192,0.550433, 0.689046,0.944974, 0.666694,0.541419, 0.414582,0.78355, 0.49808,0.816979, 0.563852,0.976213, 0.894029,0.12549, 0.843491,0.42382, 0.181118,0.42119, 0.139796,0.418434, 0.418176,0.960002, 0.420721,0.498771, 0.248308,0.560237, 0.882255,0.878381, 0.185926,0.502697, -0.596491,-0.260077, 0.285652,0.853048, 0.476644,0.894382, -4466,-2419.02, 0.959889,0.896319, 0.975368,0.976356, 0.985164,0.217437, 0.321884,0.133979, 0.169243,0.548995, 0.135426,0.460503, 0.549871,0.497846, 2.18039,2.37594, 0.469209,0.84913, 
833000,0.734248,0.75337, 0.329113,0.270344, 327.077,177.256, 0.20301,0.166792, 0.915182,0.550435, 0.689056,0.944967, 0.666719,0.541407, 0.414576,0.783551, 0.498078,0.816981, 0.563854,0.976207, 0.894029,0.125494, 0.843474,0.423835, 0.181146,0.4212, 0.139745,0.418439, 0.418178,0.959992, 0.420722,0.498775, 0.248307,0.560247, 0.882249,0.878368, 0.18593,0.502706, -0.599425,-0.263784, 0.285985,0.853464, 0.476643,0.894377, -4481.09,-2427.19, 0.959826,0.896315, 0.975347,0.976328, 0.985161,0.217441, 0.321885,0.133982, 0.169252,0.549, 0.135433,0.460511, 0.549878,0.49785, 2.18201,2.3778, 0.469209,0.84914, 
834000,0.734257,0.753374, 0.329114,0.270348, 328.176,177.851, 0.203011,0.166795, 0.915171,0.550438, 0.689067,0.94496, 0.666743,0.541395, 0.41457,0.783551, 0.498076,0.816984, 0.563855,0.976201, 0.894028,0.125499, 0.843457,0.423851, 0.181175,0.42121, 0.139694,0.418444, 0.41818,0.959983, 0.420723,0.49878, 0.248305,0.560257, 0.882244,0.878356, 0.185934,0.502715, -0.60236,-0.267491, 0.286318,0.85388, 0.476642,0.894372, -4496.18,-2435.37, 0.959764,0.896311, 0.975326,0.9763, 0.985159,0.217445, 0.321886,0.133986, 0.16926,0.549005, 0.13544,0.460519, 0.549884,0.497853, 2.18363,2.37967, 0.46921,0.849149, 
835000,0.734265,0.753378, 0.329116,0.270352, 329.275,178.446, 0.203013,0.166798, 0.91516,0.55044, 0.689077,0.944953, 0.666767,0.541382, 0.414563,0.783551, 0.498073,0.816987, 0.563856,0.976195, 0.894027,0.125503, 0.84344,0.423866, 0.181203,0.421221, 0.139643,0.418449, 0.418181,0.959974, 0.420724,0.498784, 0.248304,0.560267, 0.882239,0.878343, 0.185938,0.502723, -0.605294,-0.271198, 0.286652,0.854296, 0.476642,0.894368, -4511.27,-2443.54, 0.959701,0.896308, 0.975305,0.976272, 0.985156,0.217449, 0.321886,0.133989, 0.169269,0.549011, 0.135446,0.460528, 0.54989,0.497856, 2.18525,2.38154, 0.46921,0.849159, 
836000,0.734274,0.753382, 0.329117,0.270355, 330.374,179.041, 0.203015,0.166801, 0.91515,0.550443, 0.689087,0.944946, 0.666791,0.54137, 0.414557,0.783551, 0.498071,0.816989, 0.563858,0.976188, 0.894026,0.125507, 0.843424,0.423882, 0.181232,0.421231, 0.139592,0.418453, 0.418183,0.959964, 0.420726,0.498789, 0.248303,0.560277, 0.882234,0.878331, 0.185942,0.502732, -0.608229,-0.274905, 0.286985,0.854713, 0.476641,0.894363, -4526.36,-2451.72, 0.959639,0.896304, 0.975284,0.976244, 0.985154,0.217453, 0.321887,0.133992, 0.169277,0.549016, 0.135453,0.460536, 0.549896,0.49786, 2.18688,2.38341, 0.469211,0.849169, 
837000,0.734282,0.753386, 0.329118,0.270359, 331.472,179.636, 0.203016,0.166804, 0.915139,0.550445, 0.689098,0.944939, 0.666816,0.541358, 0.414551,0.783551, 0.498069,0.816992, 0.563859,0.976182, 0.894025,0.125511, 0.843407,0.423898, 0.18126,0.421241, 0.139541,0.418458, 0.418185,0.959955, 0.420727,0.498794, 0.248302,0.560287, 0.882229,0.878318, 0.185946,0.502741, -0.611164,-0.278611, 0.287318,0.855129, 0.47664,0.894358, -4541.45,-2459.89, 0.959576,0.8963, 0.975262,0.976216, 0.985151,0.217457, 0.321888,0.133996, 0.169285,0.549021, 0.13546,0.460545, 0.549902,0.497863, 2.1885,2.38527, 0.469211,0.849179, 
838000,0.734291,0.753391, 0.32912,0.270363, 332.571,180.232, 0.203018,0.166807, 0.915128,0.550448, 0.689108,0.944932, 0.66684,0.541346, 0.414544,0.783551, 0.498067,0.816995, 0.56386,0.976176, 0.894024,0.125516, 0.84339,0.423913, 0.181289,0.421251, 0.13949,0.418463, 0.418186,0.959946, 0.420728,0.498798, 0.2483,0.560298, 0.882223,0.878305, 0.18595,0.50275, -0.614098,-0.282318, 0.287652,0.855545, 0.476639,0.894354, -4556.54,-2468.06, 0.959513,0.896296, 0.975241,0.976188, 0.985149,0.217461, 0.321889,0.133999, 0.169294,0.549027, 0.135467,0.460553, 0.549908,0.497866, 2.19012,2.38714, 0.469212,0.849189, 
